Column1,Column2
근데 성형외과 의사면 여자만나실때 되게 힘들듯 무의식적으로 견적내고,1
선생님! 의사가 되려면 게임을 하면안되는거군요!!,1
역시 의사님,1
길 가다가 저렇게 생긴 분을 보면 허우진 의느님이 만드셨다고 생각하면 되겠군요,1
ㅋㅋㅋㅋㅋㅋㄱ,1
검은사막이나 로스트아크 였으면 더 세밀 조작이 가능해서 좋았겠네요,0
용진씨 강남가서 난 기겁했다니깐요 성형얼굴이 똑같아서...ㄷ,1
게임 처럼 성형하면 돈 얼마나 드나 궁금했는데 그건 없네요 아쉽,0
이건못참지,1
.,1
미쳤나봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
대박 ㅋㅋㅋㅋㅋㅋㅋ이거말고...좀 더 세밀한 게임으로 했으면 더 대박이였을듯,0
님덜 피의게임 1화만 올라오는거임?,1
오...생각보다 별론데??,0
여기 대댓글 다는거 봇임??,1
커... 좋타...,1
채널 5억에 팔렸다는데 그것을 알려드림은 계속하나보네 ?,1
와.. 그냥 곱게늙은 부잣집 사모님처럼 됐네,1
5:07 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋ,1
검은사막이 커스텀마이징유명하지않나,0
진용진 계정 5억에 팔다니..ㅠ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제목보고 어캐 안들어오ㅓ,1
왜 남자는 안 해줌,0
아니 커마 옵션 많은 고사양 RPG 겜 하게하시지 ㅋㅋ 이게 뭐에요,0
"개웃기네ㅋㅋ 게임 케릭터 가지고 
설명하는데 왜케 웃기지",1
선생님 제 얼굴도 교정해주세요,1
와.....ㅋㅋㅋㅋ 게임이라도 대단하시다,1
뭐야 이게 ㅋㅋㅋㅋ,1
"심즈4 게임 하는데 넘 반갑고 재밌게 시청했어요.😊😍
역시 아이루미 성형외과 원장님이셔서 금손..👏👏
게임치고 자연스러우면서도 예쁘게 되었네요!!😊
성형외과 원장님이 보시는 심즈 기본 가족 얼굴도 궁금하네요.ㅎㅎ (고트 벨라 언니 얼굴도 몸매도 대박..😍💕)",1
근데 성형외과의사는 게임에서의 커스터마이징처럼 얼굴을 외과적으로 바꾸는 기술을 연마한 사람이니 커스터마이징 하는데 앉혀놓으면 강점이 전부 없어지는거아님? ㅋㅋㅋ,1
검은사막으로 했다면 더 괜찮을지도,0
주제가 이런데 어떻게 안들어와,1
"잘만들어도 그래픽 티 많이나는 심즈보다는
그냥 로아로 했으면 어땠을까 싶네",0
5:30 컬링선수 불러서 알까기 하려고 하는듯,1
강남 미인도…?ㅋㅋㅋㅋ,1
의사쌤 병원의 간판을 위해 제한적인 툴이지만 엄청 진지하고 열심히 하신듯요 ㅋㅋㅋㅋㅋㅋ,1
k-현실고증이 씹고수였네 ㅋㅋㅋㅋ,1
5:07 말풍선 뭔데?ㅋㅋㅋㅋ,1
완성작: 3:49,1
5:07 킹받네,1
ㅋㅋㅋㅋㅋㅋ 그 일본 블로거가 외과의사한테 꽁치 뼈 발라달라하면 잘 발라줄수있는지 썼던거 생각나네,1
ㅋㅋㅋㅋㅋㅋㅋ 진짜 이뻐지긴 하네,1
1:40 문제점이라고 하지 마세요...ㅜㅜ,0
아니 진짜 수술도 아니고 게임 툴로 하는데 겁나 잘함 ㅋㅋㅋ,1
심즈 고인물 성형 의사가 하면 어찌될까 처음해도 저렇게 나오는데 ㄷㄷ,1
2:55 턱 손으로 잡고싶네,1
이분을 아버지로 두신 분들 반가우셨을듯,1
2:19수술 ㅋㅋ,1
"제페토 같은 ㅈ같이 눈덩이만 큰 광고만보다가
저런 예쁜 얼굴보니까 개잘만든거같네 ㅋㅋ",1
5:07,1
썸넬이 킬포다,1
ㅋ,1
어떻게 저희가 궁금해 할만한 것들만..,1
심즈..말고도 좋은 게임이 있엇을거 같다는 생각이,1
호우!,1
재넌이 언제 성형외과 의사 됐어?,1
앞으로 더좋은모습으로 뵀으면 좋겠네요^ㅣ^,1
엽엽,1
썸네일 의사분 진지해보여서 개웃기넼ㅋㅋㅋㅋ,1
오 나도 성형외과 쌉가능?,1
요즘 유튜브광고 다15초짜리던데 빡친다,1
게임이름이  심즈4인거 같은데요?,1
73빠,1
암만 봐도 언에듀케이티드 키드 닮으신거 같네요,1
재밌네요 항상 ㅋㅋ,1
허원장님 은근보면 관종이심 여기저기나옴,1
1:46 탈모ㅋㅋㅋㅋ,1
오,1
제목보고 못참았다,1
1QK,1
후 빨리 왔다 유익해요 오늘도,1
오오 응원해요!,1
와,1
궁금하진 않지만..항상 궁금해지는 영상주제,1
전문가시니까 잘하시죠뭐 ㅎㅎ,1
hi,1
너무 신박한 주제 ㅋㅋㅋㅋㅋ,1
46초전 못참치,1
33초전!,1
우ㅗ어어,1
제목보고 바로 궁금해서 달려오게 하는 것도 재능인듯.. 한 번도 보고 바로 안들어온적이없네,1
ㄹㅇㅋㅋ신박한 주제,1
신박하다 늘 ㅋㅋㅋㅋㅋ,1
3빠,1
ㅋㅋㅋ,1
뀨뀨,1
1등,1
세상에,1
궁금해,1
ㅗㅜㅑ,1
z,1
개 참신해 ㅋㅋㅋ,1
오,1
꺄,1
요호로로,1
ㅋㅋㅋㅋㅋ,1
9초전 못참지~,1
예에1,1
꿀잼,1
"안녕하세요 진용진입니다.
오늘 기사에 진용진 채널이 매각됐다고 해서 많이 놀라셨죠? 저도 놀랐습니다

최근 계속 레전드를 찍고싶고 더 큰 프로젝트를 하고 싶은데, 
혼자서 하기에는 한계를 많이 느꼈습니다.

그래서 같이할만한 팀을 많이 찾고 있었고, 
<머니게임> 같이한 3y가 적격일거 같아서 함께하기로 했습니다.

저는 3y에서 크리에이터 겸 CP로 활동하면서
진용진 채널도 원래 하던대로 계속 제가 콘텐츠 만들 예정이고,
(원래 저희 팀원들도 모두 3y로 합류했습니다.)

<머니게임><피의게임> 같은 대형 프로그램을 만들때는
능력있는 3y 피디님들, 크리에이터분들과 더 알차고 완성도있게 만들어보려고 합니다.

기사에 매각 어쩌구 이렇게 나간건,
정확히는 저와 팀원들이 3y와 함께하기 위해 합병된 건데, 
저의 개인사업자와 3y가 회사를 합쳤다고 보시면 됩니다. 

아무튼 채널 팔려서 이상한 광고 올라오는 거 아니니 구독취소하지마시고, 
더 퀄리티있고 재밌는 콘텐츠들로 보답하겠습니다.

앞으로 제가 만들어갈 컨텐츠 꼭 기대해주세요!",1
"80% 탈모치료약?! 
https://youtu.be/GXdLKd9IJi8",1
3:30 유재석씨..?,1
심즈말고 넥슨 게임으로 했어야죠 ㅠ,0
대단하시네요,1
성형외과 의사분 .. 정박수 닮음,1
5:00 진용진 표정 진짜ㅋㅋㅅㅋㅋㄱㄲㅋㄲㅋㄱ 아니 도대체 어디 보는겨..😦,1
ㅋㅋㅋㅋㅋㅋ소견부터 심상치 않다 ㅋㅋㅋㅋ,1
"결론 : 머리크기, 눈알 성형불가",1
ㅋㅋㅋㅋㅋㅋ어떻게 클릭을 안할수있냐고 ㅋㅋ,1
부정교합 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
외국 캐릭터라 더 어려웠을듯ㅋㅋ,1
캐릭터보고 빡빡이라고하지 탈모왔다고하는사람 처음봄 ㅋㅋ,1
용진씨 1년만에 영상 보게됐는데 살짝 살이 올라오셨네요ㅋㅋㅋ,1
그림전공햇는데 커마하는데 재능 다 쓰는듯..,1
클라쓰 쓰리 부정교핮 ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋzzzzㅋㅋㅋㅋㅋ 그런 다음 갑자기 과체중ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋzzzzㅋㅋㅋㅋㅋㅋㅋㅋ,1
아ㅋㅋㅋㅋㅋㅋㅋㅋㅋ모야 이게,1
닼소는 어떨까.....,0
"등산복 방한복 금액별로 어디가 제일 기능성에 따뜻한 브랜드인지 알려주세요
왠만한 브랜드 댜입어봤는데 
개인적으로 k2가 제일 따뜻한데 너무 저평가되있어서 겨울이니 등산복 기능성 순위 알려주세요",1
와.. 엄청 잘하셨다 ㅋㅋ내가만지면 비포 에프터 비슷하던데ㅠㅠ,1
처음 캐릭터 얼굴 모습이 홍진경님 살짝 닮은거 같은데 기분탓인가,1
1:46 왜 내얘기를 하고있냐,1
게임캐릭터보고 의학적소견들이 너무 착착 진지하게 나와서 웃겨ㅋㅋㅋㅋ일반사람들 보면서 의학적소견을 생각하실거같은데 몰래 머릿속으로 들어가서 듣고싶네여,1
Cc없이 저렇게 만드는건 고인물이다...,1
심즈유저로써 cc템없이 저렇게 만드신거면 진짜 잘하신거임..ㄹㅇ,1
게임이잖아~,1
똥매려움?ㅋㅋㄱㅋㄱㅋㄱㅋㄲㅋㅋㄱ얼굴에ㅜ왜 황빛,1
모드를깔아드려야죠!,0
와 예쁘게 잘 만드심 ㅋ 전문가는 다르네요,1
"와.. 한국인이 바라는 결말은 아닌데??
사실 망해서 마지막에 원장님이 저기 병원 이름은 지워주세요 결말 기대했는데..",0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ썸네일부터 함박웃음지으면서 들어옴,1
밥먹다가 밥알 코로넘어갔어요 좀 이런 아 너무웃기네,1
현실고증....,0
조금이 아닌데....?,0
줄라 재밌네 심즈 안 해봐서 잘한건지 못한건지 객관적으로 판단은 못 하지만 주관적으로 봤을 때 예쁘게 잘 만드심,1
와 미친.. cc없으면 저렇게 안될줄 알았는데 배포해주시면 안돼요? ㅋㅋㅋㅋㅋㅋ,1
무엇보다 심들 표정 들어가면 개 못생겨집니다.. 마지막 화면이 무표정으로 비교하는게 더 좋앗을 것 같아요 ㅠㅠ,0
만든 아바타가 약간 여자송강 같네요ㅋㅋㅋㅋ,1
진짜 성형한 것 같다,1
2:40,1
오 ~~,1
못바꾸는거 머리크기ㅋㅋㅋㅋ눈알의 크기ㄲㅋㅋㅋ와..,1
1시간 ㅋㅋㅋㅋ역시 대단하다,1
성형외과 의사가 만드니까 성괴얼굴이 나와버리네 신기하다..,1
왠지... 게임에 진지한 사람같아 .........,1
5:08 웃음지뢰ㅋㅋㅋㅋㅋㅋ,1
3:46 게임 커스터마이징을 진지하게 수술이라 하는거 왜 웃기지ㅋㅋㅋㅋㅋㅋ,1
노씨씨로 저정도면 진짜 이뿌당,1
진용칠 삼촌 보고싶어요,1
마스크 잘못쓴거 킹받넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
어 매부리코 성형 일타강사 아저씨다,1
확실히 잘하네,1
감기에 걸리거나 탈모가 있을때 약을 먹어야 하는데 의사선생님이 처방해주시는 약하고 광고에 나오는 약국에서 파는 약중에 어떤게 더 효과가 높은지 알고 싶어요.,1
처음해보신거 맞죠...?,1
썸네일 짱구에 나오는 여장남자삼총사 닮아서 들어와봄 확실히 전문가는 다르네요,1
"와... 심즈하는사람인데, 저정도면 진짜 배포각이예요... cc하나도없이 고급지네...",1
얼굴은 예쁘게 잘 하셨는데 머리 너무 작아 ㅋㅋ,1
임영웅 차트 변화 왤케 심한지 취재좀 해주세요,1
진정한 고인물은 연예인이 아니라 사람이 아닌 무언가를 만듭니다 ㅋㅋㅋ,1
"이 썸네일, 이 제목을 보고 안 들어올수가 없었다",1
심즈 커마도 처음인데 cc템 안깔고 저정도면 겁나잘만든거임ㅋㅋㅋ 놀랍다,1
나 어디서 본것같아??!!,1
아니 별 쓸모 없는걸 ㅋㅋㅋㅋ,1
아니 심즈 모드도 없이 이렇게 예쁘게 커마한다구..?,1
5:06 고마워요 허우진 선생님ㅋㅋㅋㅋㅋ,1
렛미심 ㅋㅋㅋㅋㅋㅋㅋㅋ 넘 잘만드시네영,1
아 스카이림 바닐라에서 해야 진짠데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅅS,1
턱이 카리나 턱이랑 똑같네 하긴,1
골 때리는 컨텐츠네용 ㅋㅋㅋㅋ,1
심즈 봤던것들 캐릭터들 다 주옥같아서 심즈 캐릭터들 자체가 이상한줄 알았는데ㅜ아니였네,1
ㅋㅋㅋㅋㅋㅌ 진지하게 만드는게 웃김,1
캐릭터 송강 닮아짐,1
게임캐릭터로 저렇게 의학적인 분석을 하는게 진짜 신기하네,1
솔직히 턱이 너무 짧고 얼굴이 너무 작아서 제 취향은 아니네요,1
심즈에서 cc안 쓰고 저정도면 이쁘게 잘 한거임,1
중요한 부분이 빠짐 총비용 어느정도?,0
이건 못참고 들어왔다,1
그저 게임 캐릭터 만드는것뿐인데 진지하게 의학적으로 섬세하게 다 고쳐주시네 ㅋㅋㅋㅋㅋ,1
1:43 부터 개쳐웃었음,1
이런거 누가 생각하는거야..ㅋㅋㅋㅋ,1
썸네일보고 이건 안볼수가없다ㅋ,1
심하게 탈모가 진행되어 있구요ㅋㅋㅋㅋㅋㅋㅋ,1
왜 궁금하지도 않았던게 궁금해지지,1
커스텀마이징 고인물 성형외과 의사,1
페이커는 수강신청 잘 잡을까요,1
패션디자이너가 철권 커스텀해주는영상이요!,1
오 생각보다 잘하셨네 ㅋㅋㅋㅋ 게임안해보셔서 어색할줄알았는데,1
로스트아크 하는 줄 알고 쥰니 기대했는데,0
의사가 되려면 게임을 접어야하네 그래서 내가 의사를 안함 ㅎㅎ,1
전단지 알바를 할 때 화장실이나 좀 멀리 떨어진 쓰레기통에다 전단지를 전부 버리곤 알바를 다 했다고 하면 어떻게 될지 궁금합니다,1
국산 게임 검은 사막 같은걸로 해주시지,0
검은사막 커스터마이징으로 다시 도전해 봅시다!!,0
클릭을 하지 않을수 없는 썸네일 이었따,1
무속인들 3-5명 정도 섭외해서 흉가 가서 자기가 본 귀신 그려보라고 하기,1
5:06 ㅋㅋㅋ기엽,1
3:57선생님 손이 자꾸 이상한곳으로가요,1
다른 심즈 고인물이랑 비교하면 안되는게 그사람들은 포토샵을 이용한 cc템이라는걸 사용함 그걸 사용하나 안하나는 천지차이임 cc를 안쓰고 저정도 만드신거면 ㅈㄴ잘만든거임,1
이하늬 닮았다..,1
와 근데 씨씨템 없이 저정도면 진짜 지리네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
기기괴괴 성형수처럼 나중엔 손기술이 훌륭한 사람이 최고 미인이 되는 날이 올까,1
의사님 되게 진지하시네 ㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ처음부터 뼈 때리네 ㅋㅋㅋㅋㅋ 탈모래,1
게임 캐릭터를 의학적으로 진지하게 분석하는게 웃기네,1
심포니 오브 에픽 광고모델 누군지좀 알려주세요 약오르네요,1
이건 못 참지,1
ㄹㅇ신박하네 ㅋㅋ,1
1번 여성모습 내이상형 연락주세요,1
로아 하면서 저런 생각 해보긴 했는뎈ㅋㅋㅋ,1
처음캐릭터 보자마자 잘생긴 징징이가 생각남..ㅋ,1
서울의대생들은 명절날 용돈을 얼마나 받을지 궁금합니다,1
진짜 들어올수밖에 없는 썸넬이다..,1
진짜 잘하셨는딩...?,1
형 강아지가 코딱지가 있을까 해주라,1
"2:57 턱 줄이는거 보자마자 육성으로 우와... 함 저 라인 예쁘게 만드는거 개어려운데..ㅋㅋ 
완성본 진짜 어디서 본 얼굴이야 느낌있다 ㅋㅋㅋㅋ 신기",1
여..역시 의느님이야!!,1
이걸 해명하네 미띤,1
유튜버 희철리즘 닮으신거 같음 성형외과선생님,1
오 이거 안눌러볼수없는주제인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
그 진용진님! 안녕하세요 그 대리 운전기사 하시는 분들이 운전 해주시고 집에 어떻게 가시는지 취제해주세요!,1
심즈는 얼굴을 좀 적당히 길게 해야 이쁨,1
이분 서울대 의대 그분이시네요 ㄷㄷ,1
와 NOcc에 슬라이더도 없이 저 정도면 진짜 플레이할 맛 나겠는데여?? 배포 좀ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
평소엔 궁금하지 않았지만 딱 보자마자 궁금 해서 들어옴,1
허니셀랙트...,1
모드 하나도 안쓰고 해도 저렇게 예쁘게 나오네 ㅋㅋㅋㅋㅋ,1
원장님 영탁님 닮으심,1
턱수술 때까지가 내이상형~,1
못생겼다는 말을 가장 마음아프게 말하는 직업,1
"이렇게 보니 참 대단하네
그것을 알려드림의 시작으로 여러 위험한 일들에 빠져 협박까지 받는다고 거주지를 아는 형네로 옮기면서
좀 순한 맛으로 진로 변경하며 쉬지 않고 이어나가니
결국엔 지상파 방송까지 나간다는 게 대단하네",1
검은사막이나 아르미스 커스터마이징 시켜보시지..,0
ㅋㅋㅋ,1
의사는 역시 아무나 하는게 아니네ㅋㅋㅋㅋㅋㅋ 미쳤다,1
심즈는 cc템 여부는 차이 엄청 큼ㅋㅋ!!,1
와 주제 대박 ㅋㅋㅋㄲㅋㅋㅋㅋ,1
심한 탈모 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"3:54
염따",1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ압구정 스타일이네,1
와 .... 전문가는 다르구나..,1
이게 되네 ㄷㄷ,1
진지하신게 너무 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
성괴심됐누,1
아니 뭐하는짓임ㅋㅋㅋㅋ아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신박하네 진짜 ㅋㅋㅋㅋㅋㅋ,1
남이 제 욕을 하면 진짜 귀가 간지러운지 궁금합니다,1
초반 의학적소견에서 빵터짐,1
cc템 없이 이정도로 예쁜 캐릭터 ㅋㅋㄱㄱㅋ,1
인스타 미인,1
결국미의기준이  서양임,1
커마는 허니셀렉트2 지!! 춤도추고 붕가도 한다궁,0
��👍👍👍👍,1
잘보고갑니다~,1
개이쁘게 만들었네 저 심즈 기본툴로,1
안궁금해도 궁금하게 만드네 진짜 ㅋㅋㅋ,1
아니 근데 의사선생님 피부 진짜 하얗다못해 거의 뱀파이어색깔..,1
포모스 선정 초심 잃지 않는 유튜버,1
요즘 진짜 조회수 왜캐 안나옴...?,0
"의사눈에는 저게 이뻐보인다고 생각하는구나…
완전 성괴얼굴같아서 개 싫은데ㅜ",1
3:52   ???,1
오 진짜 선생님이라 다르네 ㅋㅋ,1
전지현이네,1
아 탈모라고하는거 개웃기메,1
삼국지2...침착맨...?,1
의사썜 진지하게 하는게 은근 웃기네,1
마이클잭슨을 만드신거같넹ㅋㅋㅋ,1
아 검은사막으로 했으면 쌉고퀄 나왔을텐데 아쉽습니다 ㅠㅠ,0
진짜 컨텐츠가 고갈되질 않네 ㄷㄷ,1
이번에도 외모에 대한 궁금증을.. 그래서 저도 궁금한게 있는데 조폭영화에 나오는 험악한 얼굴의 엑스트라들은 어디서 구하는 건가요? 정말 궁금합니다! 실제 조폭은 아니겠고 어떻게 그런 험악한 얼굴을 섭외한 건가요?,1
여기 제2의 딸이자 아들들이 많을 것이다,1
5:07말투 ㅋㅋㅋ,1
우와 울티마.... 추억돋노,1
본인 심즈유저인데 진짜로 cc 아예안쓰고 저정도면 개잘하신거 맞음,1
저분이 하시는 성형외과 어딘지 알려주세요 아무나,1
ㄷ,1
저기말하는 살짝 무턱에 살짝 빗살무늬토기 얘기들으니 에스파 윈터 생각나네. 성형 되게 잘되었던데 저런 느낌으로 바뀐거같음,1
ㅋㄱㅋㄱㅋㄱ 신박합니다.,1
1:45 ㅋㅋㅋ,1
궁금하면 풀어보려는 도전정신이 개멋있다,1
모기 혈액형 검사하면 뭐가 나올지 해주세요 요즘에도 모기 있나,1
그 룸빵녀랑은 어떻게 된거에요 용진이형,1
성형은 스카이림이지ㅋㅋㅋ,1
슨생님 너무 진지해서 재밌어요 시중일관 전문가의 포스 ㅋㅋㅋㅋㅋㅋㅋ,1
똘삼인줄 알았네,1
평소에 궁금하진않지만 썸넬과 영상을보면 궁금해지는채널,1
주제 신박하다 ㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ문제말할때 ㅋㅋㅋㅋㅋㅋ,1
바뀐것도 기괴한데? 눈이 너무 아래로 갔잖아,1
머리 사이즈 때문에 성형을 포기했습니다,1
검은사막으로 하면 어떨지 궁금하네,0
강남녀 나와부렀네...마이클 잭슨 닮은 거 같기도 하고 어색한 마스크 말로 표현하기 힘듦.,1
와 그래도 미인됨ㅋㅋㅋㅋㅋ비율이 이렇게나 중요..,1
썸네일 존못,0
오늘은 이거다!,1
컨닝 선수 되나요?,1
"본 내용보다 마지막으로 하신 게임이 삼국지2,울티마7이라는게 더 놀랍다....",1
이건 ㄹㅇ 신박하네,1
아무리 의사라고해도 GTA5는 예쁘게 못만듬 ㅋㅋ,1
"1:44 탈모 ㅋㅋㅋㅋ 진행됐다고 분석 시작 하시는거 나만 개웃기나 ㅋㅋㅋㅋㅋㅋㅋ
아 빵터졌네",1
